movieId,title,genres,genres_list,genres_text,year,title_clean,tags_text,rating_mean,rating_count,rating_std,imdbId,tmdbId,content_text
21,Get Shorty (1995),Comedy|Crime|Thriller,"['Comedy', 'Crime', 'Thriller']",Comedy Crime Thriller,1995.0,Get Shorty,hollywood,3.49438202247191,89,0.8676456585288979,113161,8012.0,get shorty comedy crime thriller hollywood
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",Crime Drama Horror Mystery Thriller,1995.0,Copycat,serial killer,3.2222222222222223,36,0.8232726023485646,112722,1710.0,copycat crime drama horror mystery thriller serial killer
23,Assassins (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",Action Crime Thriller,1995.0,Assassins,,3.125,16,1.118033988749895,112401,9691.0,assassins action crime thriller
24,Powder (1995),Drama|Sci-Fi,"['Drama', 'Sci-Fi']",Drama Sci-Fi,1995.0,Powder,,3.125,28,1.0149347725802838,114168,12665.0,powder drama sci fi
25,Leaving Las Vegas (1995),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1995.0,Leaving Las Vegas,alcoholism,3.625,76,1.1169153951844337,113627,451.0,leaving las vegas drama romance alcoholism
26,Othello (1995),Drama,['Drama'],Drama,1995.0,Othello,shakespeare,3.5,13,0.6123724356957942,114057,16420.0,othello drama shakespeare
27,Now and Then (1995),Children|Drama,"['Children', 'Drama']",Children Drama,1995.0,Now and Then,,3.3333333333333335,9,1.1989578808281798,114011,9263.0,now and then children drama
28,Persuasion (1995),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1995.0,Persuasion,in netflix queue jane austen,4.2272727272727275,11,0.7862453931068965,114117,17015.0,persuasion drama romance in netflix queue jane austen
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",Adventure Drama Fantasy Mystery Sci-Fi,1995.0,"City of Lost Children, The (Cité des enfants perdus, La)",kidnapping,4.0131578947368425,38,0.8259870598526934,112682,902.0,city of lost children the cit des enfants perdus la adventure drama fantasy mystery sci fi kidnapping
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,"['Crime', 'Drama']",Crime Drama,1995.0,Shanghai Triad (Yao a yao yao dao waipo qiao),,3.0,3,1.7320508075688772,115012,37557.0,shanghai triad yao a yao yao dao waipo qiao crime drama
31,Dangerous Minds (1995),Drama,['Drama'],Drama,1995.0,Dangerous Minds,high school teacher,3.1842105263157894,38,0.9892739122203291,112792,9909.0,dangerous minds drama high school teacher
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,"['Mystery', 'Sci-Fi', 'Thriller']",Mystery Sci-Fi Thriller,1995.0,Twelve Monkeys (a.k.a. 12 Monkeys),brad pitt bruce willis mindfuck post apocalyptic post-apocalyptic remake time travel twist ending,3.983050847457627,177,0.7903866737178423,114746,63.0,twelve monkeys a k a 12 monkeys mystery sci fi thriller brad pitt bruce willis mindfuck post apocalyptic post apocalyptic remake time travel twist ending
34,Babe (1995),Children|Drama,"['Children', 'Drama']",Children Drama,1995.0,Babe,animal movie pigs villain nonexistent or not needed for good story,3.65234375,128,1.0415739788159346,112431,9598.0,babe children drama animal movie pigs villain nonexistent or not needed for good story
36,Dead Man Walking (1995),Crime|Drama,"['Crime', 'Drama']",Crime Drama,1995.0,Dead Man Walking,death penalty nun,3.8358208955223883,67,0.943028887461601,112818,687.0,dead man walking crime drama death penalty nun
38,It Takes Two (1995),Children|Comedy,"['Children', 'Comedy']",Children Comedy,1995.0,It Takes Two,twins,2.125,4,0.8539125638299665,113442,33689.0,it takes two children comedy twins
39,Clueless (1995),Comedy|Romance,"['Comedy', 'Romance']",Comedy Romance,1995.0,Clueless,chick flick emma funny jane austen paul rudd quotable seen more than once,3.293269230769231,104,1.0371979076466489,112697,9603.0,clueless comedy romance chick flick emma funny jane austen paul rudd quotable seen more than once
40,"Cry, the Beloved Country (1995)",Drama,['Drama'],Drama,1995.0,"Cry, the Beloved Country",in netflix queue south africa,4.25,2,1.0606601717798212,112749,34615.0,cry the beloved country drama in netflix queue south africa
41,Richard III (1995),Drama|War,"['Drama', 'War']",Drama War,1995.0,Richard III,shakespeare,3.7,15,0.6761234037828133,114279,31174.0,richard iii drama war shakespeare
42,Dead Presidents (1995),Action|Crime|Drama,"['Action', 'Crime', 'Drama']",Action Crime Drama,1995.0,Dead Presidents,,3.0,7,0.816496580927726,112819,11443.0,dead presidents action crime drama
43,Restoration (1995),Drama,['Drama'],Drama,1995.0,Restoration,england,3.1875,8,0.6512350903146595,114272,35196.0,restoration drama england
44,Mortal Kombat (1995),Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",Action Adventure Fantasy,1995.0,Mortal Kombat,,2.5434782608695654,46,1.0843640581594445,113855,9312.0,mortal kombat action adventure fantasy
45,To Die For (1995),Comedy|Drama|Thriller,"['Comedy', 'Drama', 'Thriller']",Comedy Drama Thriller,1995.0,To Die For,journalism,3.3125,32,0.8303710791159927,114681,577.0,to die for comedy drama thriller journalism
46,How to Make an American Quilt (1995),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1995.0,How to Make an American Quilt,wedding,3.066666666666667,15,1.178174536346478,113347,11861.0,how to make an american quilt drama romance wedding
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,"['Mystery', 'Thriller']",Mystery Thriller,1995.0,Seven (a.k.a. Se7en),mystery serial killer twist ending,3.9753694581280787,203,0.9224291201153795,114369,807.0,seven a k a se7en mystery thriller mystery serial killer twist ending
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",Animation Children Drama Musical Romance,1995.0,Pocahontas,,3.1470588235294117,68,1.0546939271988995,114148,10530.0,pocahontas animation children drama musical romance
49,When Night Is Falling (1995),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1995.0,When Night Is Falling,,3.0,1,0.0,114916,8391.0,when night is falling drama romance
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,"['Crime', 'Mystery', 'Thriller']",Crime Mystery Thriller,1995.0,"Usual Suspects, The",heist mindfuck suspense thriller tricky twist ending,4.237745098039215,204,0.8009211530017211,114814,629.0,usual suspects the crime mystery thriller heist mindfuck suspense thriller tricky twist ending
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance,1995.0,Mighty Aphrodite,adoption prostitution,3.4642857142857144,28,0.8705954904182011,113819,11448.0,mighty aphrodite comedy drama romance adoption prostitution
53,Lamerica (1994),Adventure|Drama,"['Adventure', 'Drama']",Adventure Drama,1994.0,Lamerica,,5.0,2,0.0,110299,49133.0,lamerica adventure drama
54,"Big Green, The (1995)",Children|Comedy,"['Children', 'Comedy']",Children Comedy,1995.0,"Big Green, The",,2.3333333333333335,3,1.5275252316519468,112499,26441.0,big green the children comedy
55,Georgia (1995),Drama,['Drama'],Drama,1995.0,Georgia,,4.0,1,0.0,113158,97406.0,georgia drama
57,Home for the Holidays (1995),Drama,['Drama'],Drama,1995.0,Home for the Holidays,,3.0625,8,0.8634441002668987,113321,9089.0,home for the holidays drama
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance,1994.0,"Postman, The (Postino, Il)",writing,4.027027027027027,37,0.9200388423710553,110877,11010.0,postman the postino il comedy drama romance writing
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",Adventure Children Fantasy,1995.0,"Indian in the Cupboard, The",,3.235294117647059,34,1.0242165824878726,113419,11359.0,indian in the cupboard the adventure children fantasy
61,Eye for an Eye (1996),Drama|Thriller,"['Drama', 'Thriller']",Drama Thriller,1996.0,Eye for an Eye,,3.75,6,0.8803408430829505,116260,17182.0,eye for an eye drama thriller
62,Mr. Holland's Opus (1995),Drama,['Drama'],Drama,1995.0,Mr. Holland's Opus,music,3.70625,80,1.0484882124495105,113862,2054.0,mr holland s opus drama music
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,"['Comedy', 'Crime']",Comedy Crime,1996.0,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,,2.7142857142857144,7,1.14953406710222,116126,10607.0,don t be a menace to south central while drinking your juice in the hood comedy crime
64,Two if by Sea (1996),Comedy|Romance,"['Comedy', 'Romance']",Comedy Romance,1996.0,Two if by Sea,,2.2,5,0.8366600265340756,118002,19760.0,two if by sea comedy romance
65,Bio-Dome (1996),Comedy,['Comedy'],Comedy,1996.0,Bio-Dome,,2.532258064516129,31,1.0562156019721836,115683,9536.0,bio dome comedy
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",Action Sci-Fi Thriller,1996.0,Lawnmower Man 2: Beyond Cyberspace,,2.5,9,1.118033988749895,116839,11525.0,lawnmower man 2 beyond cyberspace action sci fi thriller
68,French Twist (Gazon maudit) (1995),Comedy|Romance,"['Comedy', 'Romance']",Comedy Romance,1995.0,French Twist (Gazon maudit),,3.4,5,1.140175425099138,113149,4482.0,french twist gazon maudit comedy romance
69,Friday (1995),Comedy,['Comedy'],Comedy,1995.0,Friday,,3.775,20,0.89552983434977,113118,10634.0,friday comedy
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,"['Action', 'Comedy', 'Horror', 'Thriller']",Action Comedy Horror Thriller,1996.0,From Dusk Till Dawn,,3.5090909090909093,55,1.0160330862345146,116367,755.0,from dusk till dawn action comedy horror thriller
71,Fair Game (1995),Action,['Action'],Action,1995.0,Fair Game,,1.7,5,0.4472135954999579,113010,11859.0,fair game action
72,Kicking and Screaming (1995),Comedy|Drama,"['Comedy', 'Drama']",Comedy Drama,1995.0,Kicking and Screaming,,3.2142857142857144,7,1.2863754913562,113537,28387.0,kicking and screaming comedy drama
73,"Misérables, Les (1995)",Drama|War,"['Drama', 'War']",Drama War,1995.0,"Misérables, Les",,3.4615384615384617,13,0.6910601294852007,113828,48750.0,mis rables les drama war
74,Bed of Roses (1996),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1996.0,Bed of Roses,,4.0,8,0.7559289460184544,115644,20927.0,bed of roses drama romance
75,Big Bully (1996),Comedy|Drama,"['Comedy', 'Drama']",Comedy Drama,1996.0,Big Bully,,2.2,5,1.0954451150103324,115676,36929.0,big bully comedy drama
76,Screamers (1995),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",Action Sci-Fi Thriller,1995.0,Screamers,,3.4,15,1.1982129550769702,114367,9102.0,screamers action sci fi thriller
77,Nico Icon (1995),Documentary,['Documentary'],Documentary,1995.0,Nico Icon,,4.0,1,0.0,113973,124626.0,nico icon documentary
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",Action Crime Drama Thriller,1995.0,"Crossing Guard, The",,3.3333333333333335,3,0.5773502691896258,112744,27526.0,crossing guard the action crime drama thriller
79,"Juror, The (1996)",Drama|Thriller,"['Drama', 'Thriller']",Drama Thriller,1996.0,"Juror, The",,2.764705882352941,17,1.200490095997562,116731,9623.0,juror the drama thriller
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,"['Children', 'Drama']",Children Drama,1995.0,"White Balloon, The (Badkonake sefid)",,4.0,2,0.0,112445,46785.0,white balloon the badkonake sefid children drama
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,"['Crime', 'Drama', 'Romance']",Crime Drama Romance,1995.0,Things to Do in Denver When You're Dead,,3.107142857142857,14,0.7640623068776583,114660,400.0,things to do in denver when you re dead crime drama romance
82,Antonia's Line (Antonia) (1995),Comedy|Drama,"['Comedy', 'Drama']",Comedy Drama,1995.0,Antonia's Line (Antonia),,3.875,8,1.4820352800890308,112379,880.0,antonia s line antonia comedy drama
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1995.0,Once Upon a Time... When We Were Colored,,3.0,1,0.0,114039,146599.0,once upon a time when we were colored drama romance
85,Angels and Insects (1995),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1995.0,Angels and Insects,,3.857142857142857,7,1.5735915849388864,112365,8447.0,angels and insects drama romance
86,White Squall (1996),Action|Adventure|Drama,"['Action', 'Adventure', 'Drama']",Action Adventure Drama,1996.0,White Squall,,3.966666666666667,15,0.7668736780560658,118158,10534.0,white squall action adventure drama
87,Dunston Checks In (1996),Children|Comedy,"['Children', 'Comedy']",Children Comedy,1996.0,Dunston Checks In,,2.5,7,0.957427107756338,116151,17414.0,dunston checks in children comedy
88,Black Sheep (1996),Comedy,['Comedy'],Comedy,1996.0,Black Sheep,,3.15625,16,1.1792476415070754,115697,13997.0,black sheep comedy
89,Nick of Time (1995),Action|Thriller,"['Action', 'Thriller']",Action Thriller,1995.0,Nick of Time,,3.25,10,0.754615428178118,113972,2086.0,nick of time action thriller
92,Mary Reilly (1996),Drama|Horror|Thriller,"['Drama', 'Horror', 'Thriller']",Drama Horror Thriller,1996.0,Mary Reilly,jekyll and hyde,2.625,8,1.0264362759428507,117002,9095.0,mary reilly drama horror thriller jekyll and hyde
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,"['Comedy', 'Horror', 'Romance']",Comedy Horror Romance,1995.0,Vampire in Brooklyn,,2.8333333333333335,9,1.0307764064044151,114825,12158.0,vampire in brooklyn comedy horror romance
94,Beautiful Girls (1996),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",Comedy Drama Romance,1996.0,Beautiful Girls,,3.95,10,0.4972144630058766,115639,9283.0,beautiful girls comedy drama romance
95,Broken Arrow (1996),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",Action Adventure Thriller,1996.0,Broken Arrow,,3.0238095238095237,84,1.0146658358604672,115759,9208.0,broken arrow action adventure thriller
96,In the Bleak Midwinter (1995),Comedy|Drama,"['Comedy', 'Drama']",Comedy Drama,1995.0,In the Bleak Midwinter,theater,3.5,1,0.0,113403,40154.0,in the bleak midwinter comedy drama theater
97,"Hate (Haine, La) (1995)",Crime|Drama,"['Crime', 'Drama']",Crime Drama,1995.0,"Hate (Haine, La)",,3.9,10,0.7378647873726218,113247,406.0,hate haine la crime drama
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,['Documentary'],Documentary,1995.0,Heidi Fleiss: Hollywood Madam,,5.0,2,0.0,113283,63076.0,heidi fleiss hollywood madam documentary
100,City Hall (1996),Drama|Thriller,"['Drama', 'Thriller']",Drama Thriller,1996.0,City Hall,,2.7857142857142856,14,0.699293206753068,115907,11062.0,city hall drama thriller
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,"['Adventure', 'Comedy', 'Crime', 'Romance']",Adventure Comedy Crime Romance,1996.0,Bottle Rocket,crime off-beat comedy quirky,3.782608695652174,23,1.0425720702853738,115734,13685.0,bottle rocket adventure comedy crime romance crime off beat comedy quirky
102,Mr. Wrong (1996),Comedy,['Comedy'],Comedy,1996.0,Mr. Wrong,,2.4,5,1.9493588689617927,117102,47475.0,mr wrong comedy
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,"['Mystery', 'Sci-Fi', 'Thriller']",Mystery Sci-Fi Thriller,1996.0,Unforgettable,,3.0,3,0.0,118040,2045.0,unforgettable mystery sci fi thriller
104,Happy Gilmore (1996),Comedy,['Comedy'],Comedy,1996.0,Happy Gilmore,adam sandler golf test tag,3.4393939393939394,99,0.9930182995434678,116483,9614.0,happy gilmore comedy adam sandler golf test tag
105,"Bridges of Madison County, The (1995)",Drama|Romance,"['Drama', 'Romance']",Drama Romance,1995.0,"Bridges of Madison County, The",,3.282608695652174,23,0.8504823091062899,112579,688.0,bridges of madison county the drama romance
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,"['Comedy', 'Drama']",Comedy Drama,1994.0,Nobody Loves Me (Keiner liebt mich),,4.0,1,0.0,110251,11907.0,nobody loves me keiner liebt mich comedy drama
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,"['Adventure', 'Children', 'Comedy', 'Musical']",Adventure Children Comedy Musical,1996.0,Muppet Treasure Island,muppets,3.326923076923077,26,0.9267395285872693,117110,10874.0,muppet treasure island adventure children comedy musical muppets
108,Catwalk (1996),Documentary,['Documentary'],Documentary,1996.0,Catwalk,,4.0,1,0.0,112646,89333.0,catwalk documentary
110,Braveheart (1995),Action|Drama|War,"['Action', 'Drama', 'War']",Action Drama War,1995.0,Braveheart,beautiful scenery epic historical inspirational medieval mel gibson oscar (best cinematography) revenge scotland sword fight,4.031645569620253,237,0.9677263634544532,112573,197.0,braveheart action drama war beautiful scenery epic historical inspirational medieval mel gibson oscar best cinematography revenge scotland sword fight
111,Taxi Driver (1976),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller,1976.0,Taxi Driver,assassination,4.105769230769231,104,0.8204695462511792,75314,103.0,taxi driver crime drama thriller assassination
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",Action Adventure Comedy Crime,1995.0,Rumble in the Bronx (Hont faan kui),,3.5434782608695654,46,0.9299109094514959,113326,33542.0,rumble in the bronx hont faan kui action adventure comedy crime
113,Before and After (1996),Drama|Mystery,"['Drama', 'Mystery']",Drama Mystery,1996.0,Before and After,,3.3333333333333335,3,0.5773502691896258,115645,43566.0,before and after drama mystery
116,Anne Frank Remembered (1995),Documentary,['Documentary'],Documentary,1995.0,Anne Frank Remembered,holocaust,3.9,5,1.02469507659596,112373,51352.0,anne frank remembered documentary holocaust
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,"['Crime', 'Drama']",Crime Drama,1995.0,"Young Poisoner's Handbook, The",,3.0,1,0.0,115033,16934.0,young poisoner s handbook the crime drama
118,If Lucy Fell (1996),Comedy|Romance,"['Comedy', 'Romance']",Comedy Romance,1996.0,If Lucy Fell,,2.5,2,0.7071067811865476,116606,10324.0,if lucy fell comedy romance
119,"Steal Big, Steal Little (1995)",Comedy,['Comedy'],Comedy,1995.0,"Steal Big, Steal Little",,3.0,2,0.0,114536,78406.0,steal big steal little comedy
121,"Boys of St. Vincent, The (1992)",Drama,['Drama'],Drama,1992.0,"Boys of St. Vincent, The",,4.0,2,0.0,106473,32119.0,boys of st vincent the drama
122,Boomerang (1992),Comedy|Romance,"['Comedy', 'Romance']",Comedy Romance,1992.0,Boomerang,dating,2.65625,16,0.7238496621076322,103859,11066.0,boomerang comedy romance dating
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,"['Drama', 'Mystery', 'Romance']",Drama Mystery Romance,1994.0,Chungking Express (Chung Hing sam lam),,4.375,4,0.9464847243000456,109424,11104.0,chungking express chung hing sam lam drama mystery romance
125,Flirting With Disaster (1996),Comedy,['Comedy'],Comedy,1996.0,Flirting With Disaster,,3.5833333333333335,12,1.2583057392117918,116324,2074.0,flirting with disaster comedy
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",Adventure Children Fantasy,1994.0,"NeverEnding Story III, The",,2.0,7,0.816496580927726,110647,27793.0,neverending story iii the adventure children fantasy
128,Jupiter's Wife (1994),Documentary,['Documentary'],Documentary,1994.0,Jupiter's Wife,,3.0,1,0.0,110217,290157.0,jupiter s wife documentary
129,Pie in the Sky (1996),Comedy|Romance,"['Comedy', 'Romance']",Comedy Romance,1996.0,Pie in the Sky,,2.0,1,0.0,114131,110972.0,pie in the sky comedy romance
132,Jade (1995),Thriller,['Thriller'],Thriller,1995.0,Jade,,2.8333333333333335,6,0.752772652709081,113451,11863.0,jade thriller
135,Down Periscope (1996),Comedy,['Comedy'],Comedy,1996.0,Down Periscope,,2.9516129032258065,31,1.0275767506588613,116130,9101.0,down periscope comedy
137,Man of the Year (1995),Documentary,['Documentary'],Documentary,1995.0,Man of the Year,,3.0,1,0.0,113756,5757.0,man of the year documentary
140,Up Close and Personal (1996),Drama|Romance,"['Drama', 'Romance']",Drama Romance,1996.0,Up Close and Personal,journalism,3.5,16,0.6831300510639732,118055,9302.0,up close and personal drama romance journalism
141,"Birdcage, The (1996)",Comedy,['Comedy'],Comedy,1996.0,"Birdcage, The",,3.494186046511628,86,0.8418962701457717,115685,11000.0,birdcage the comedy
144,"Brothers McMullen, The (1995)",Comedy,['Comedy'],Comedy,1995.0,"Brothers McMullen, The",,3.3333333333333335,12,0.8616404368553291,112585,16388.0,brothers mcmullen the comedy
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",Action Comedy Crime Drama Thriller,1995.0,Bad Boys,,3.2450980392156863,51,0.8623952053415409,112442,9737.0,bad boys action comedy crime drama thriller
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,"['Adventure', 'Children']",Adventure Children,1995.0,"Amazing Panda Adventure, The",,3.3333333333333335,3,0.5773502691896258,112342,30765.0,amazing panda adventure the adventure children
147,"Basketball Diaries, The (1995)",Drama,['Drama'],Drama,1995.0,"Basketball Diaries, The",addiction heroin leonardo dicaprio mark wahlberg,3.466666666666667,15,0.8549575316659775,112461,10474.0,basketball diaries the drama addiction heroin leonardo dicaprio mark wahlberg
148,"Awfully Big Adventure, An (1995)",Drama,['Drama'],Drama,1995.0,"Awfully Big Adventure, An",,5.0,1,0.0,112427,22279.0,awfully big adventure an drama
149,Amateur (1994),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",Crime Drama Thriller,1994.0,Amateur,,2.0,1,0.0,109093,30157.0,amateur crime drama thriller
150,Apollo 13 (1995),Adventure|Drama|IMAX,"['Adventure', 'Drama', 'IMAX']",Adventure Drama IMAX,1995.0,Apollo 13,moon nasa space,3.845771144278607,201,0.8766952306036482,112384,568.0,apollo 13 adventure drama imax moon nasa space
151,Rob Roy (1995),Action|Drama|Romance|War,"['Action', 'Drama', 'Romance', 'War']",Action Drama Romance War,1995.0,Rob Roy,,3.5454545454545454,44,0.9512426500536989,114287,11780.0,rob roy action drama romance war
152,"Addiction, The (1995)",Drama|Horror,"['Drama', 'Horror']",Drama Horror,1995.0,"Addiction, The",,1.5,2,0.7071067811865476,112288,34996.0,addiction the drama horror
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,"['Action', 'Adventure', 'Comedy', 'Crime']",Action Adventure Comedy Crime,1995.0,Batman Forever,superhero,2.9160583941605838,137,0.90458257977029,112462,414.0,batman forever action adventure comedy crime superhero
154,Beauty of the Day (Belle de jour) (1967),Drama,['Drama'],Drama,1967.0,Beauty of the Day (Belle de jour),,3.875,12,0.6077155435054972,61395,649.0,beauty of the day belle de jour drama
155,Beyond Rangoon (1995),Adventure|Drama|War,"['Adventure', 'Drama', 'War']",Adventure Drama War,1995.0,Beyond Rangoon,,2.4166666666666665,6,1.3570801990548187,112495,1873.0,beyond rangoon adventure drama war
156,Blue in the Face (1995),Comedy|Drama,"['Comedy', 'Drama']",Comedy Drama,1995.0,Blue in the Face,,3.3333333333333335,3,1.1547005383792515,112541,5894.0,blue in the face comedy drama
157,Canadian Bacon (1995),Comedy|War,"['Comedy', 'War']",Comedy War,1995.0,Canadian Bacon,,2.8636363636363638,11,1.0975178606954215,109370,1775.0,canadian bacon comedy war
